rank,url,slug,locale,category,clicks,impressions,ctr,position,post_id,title,has_placeholder,date,featured_image
436,https://www.afriquesports.net/can-2025/can-2025-la-decision-choc-de-samuel-etoo-envers-les-lions-indomptables-fait-debat,can-2025-la-decision-choc-de-samuel-etoo-envers-les-lions-indomptables-fait-debat,fr,can-2025,41,1554,2.64,3.9,870549,CAN 2025 : la décision choc de Samuel Eto’o envers les Lions Indomptables fait débat !,true,2026-01-02,
437,https://www.afriquesports.net/can-2025/en-direct-benin-senegal-botswana-rd-congo,en-direct-benin-senegal-botswana-rd-congo,fr,can-2025,41,14986,0.27,5.1,872072,EN DIRECT : BÉNIN &#8211; SÉNÉGAL + BOTSWANA &#8211; RD CONGO,true,2026-01-02,
438,https://www.afriquesports.net/en/football/the-shocking-revelations-about-desailly-and-his-financial-troubles,the-shocking-revelations-about-desailly-and-his-financial-troubles,en,football,41,2179,1.88,8.2,,,,,
439,https://www.afriquesports.net/europe/la-femme-de-diogo-jota-identifie-le-corps-des-images-insoutenables-a-la-morgue-video,la-femme-de-diogo-jota-identifie-le-corps-des-images-insoutenables-a-la-morgue-video,fr,europe,41,1851,2.22,10.2,852455,La femme de Diogo Jota identifie le corps : des images insoutenables à la morgue (vidéo),true,2025-12-30,
440,https://www.afriquesports.net/europe/real-madrid-inquiete-un-joueur-important-pourrait-etre-forfait-contre-le-barca,real-madrid-inquiete-un-joueur-important-pourrait-etre-forfait-contre-le-barca,fr,europe,41,4242,0.97,19.2,,,,,
441,https://www.afriquesports.net/europe/rodrygo-la-decision-qui-change-tout-au-real-madrid,rodrygo-la-decision-qui-change-tout-au-real-madrid,fr,europe,41,1253,3.27,14.1,857468,Rodrygo : la décision qui change tout au Real Madrid,true,2026-01-02,
442,https://www.afriquesports.net/football/cest-fait-le-real-madrid-se-projette-enfin-sur-la-pepite-tant-attendue-par-xabi-alonso,cest-fait-le-real-madrid-se-projette-enfin-sur-la-pepite-tant-attendue-par-xabi-alonso,fr,football,41,1835,2.23,11.4,863555,C’est fait ! Le Real Madrid se projette enfin sur la pépite tant attendue par Xabi Alonso !,true,2025-12-28,
443,https://www.afriquesports.net/football/foot/les-15-footballeurs-les-plus-riches-du-monde-en-2019-photos,les-15-footballeurs-les-plus-riches-du-monde-en-2019-photos,fr,football,41,1819,2.25,18.1,186649,Les 15 footballeurs les plus riches du monde en 2019 (Photos),true,2025-12-27,
444,https://www.afriquesports.net/football/hansi-flick-tranche-et-prend-une-decision-radicale-avec-le-fc-barcelone,hansi-flick-tranche-et-prend-une-decision-radicale-avec-le-fc-barcelone,fr,football,41,7762,0.53,4.9,863859,Hansi Flick tranche et prend une décision radicale avec le FC Barcelone,true,2026-01-01,
445,https://www.afriquesports.net/football/mbappe-le-dilemme-algerien-ou-camerounais-apres-ma-af-1766701814024,mbappe-le-dilemme-algerien-ou-camerounais-apres-ma-af-1766701814024,fr,football,41,2386,1.72,5.7,,,,,
446,https://www.afriquesports.net/afrique-sports-tv/video-but-gag-yann-sommer-marque-contre-son-camp-apres-une-frappe-surpuissante-de-raphinha,video-but-gag-yann-sommer-marque-contre-son-camp-apres-une-frappe-surpuissante-de-raphinha,fr,afrique-sports-tv,40,573,6.98,22.0,846959,VIDEO : But gag ! Yann Sommer marque contre son camp après une frappe surpuissante de Raphinha,true,2025-12-30,
447,https://www.afriquesports.net/afrique/cameroun/fortune-lhotel-a-douala-le-yacht-la-richesse-de-zambo-anguissa-devoilee,fortune-lhotel-a-douala-le-yacht-la-richesse-de-zambo-anguissa-devoilee,fr,afrique,40,1337,2.99,16.1,810003,"Fortune : L&rsquo;hôtel à Douala, le yacht.. la richesse de Zambo Anguissa dévoilée",true,2025-12-29,
448,https://www.afriquesports.net/afrique/can-2025-changement-inattendu-sur-la-publication-de-la-liste-des-lions,can-2025-changement-inattendu-sur-la-publication-de-la-liste-des-lions,fr,afrique,40,463,8.64,7.8,868945,CAN 2025 : changement inattendu sur la publication de la liste des Lions !,true,2025-12-31,
449,https://www.afriquesports.net/afrique/can-2025-la-caf-a-tranche-la-guinee-est-officiellement,can-2025-la-caf-a-tranche-la-guinee-est-officiellement,fr,afrique,40,1450,2.76,9.7,861017,"CAN 2025 : la CAF a tranché, la Guinée est officiellement&#8230;",true,2025-12-27,
450,https://www.afriquesports.net/ballon-dor/ballon-dor-a-quelques-heures-de-la-ceremonie-un-scandale-est-revele,ballon-dor-a-quelques-heures-de-la-ceremonie-un-scandale-est-revele,fr,ballon-dor,40,582,6.87,9.7,860438,"Ballon d’Or : À quelques heures de la cérémonie, un scandale est révélé",true,2025-12-30,
451,https://www.afriquesports.net/europe/coup-de-tonnerre-un-cadre-a-decide-de-quitter-le-real-madrid,coup-de-tonnerre-un-cadre-a-decide-de-quitter-le-real-madrid,fr,europe,40,1620,2.47,4.4,864088,Coup de tonnerre : un cadre a décidé de quitter le Real Madrid !,true,2025-12-29,
452,https://www.afriquesports.net/football/10-citations-celebres-de-sadio-mane,10-citations-celebres-de-sadio-mane,fr,football,40,310,12.90,8.7,,,,,
453,https://www.afriquesports.net/football/can-2025-senegal-et-rd-congo-un-duel-au-sommet-af-1766831487547,can-2025-senegal-et-rd-congo-un-duel-au-sommet-af-1766831487547,fr,football,40,7886,0.51,3.9,,,,,
454,https://www.afriquesports.net/football/drame-dans-le-football-togolais-un-international-face-a-un-handicap-a-vie,drame-dans-le-football-togolais-un-international-face-a-un-handicap-a-vie,fr,football,40,1028,3.89,4.5,862879,Drame dans le football togolais : un international face à un handicap à vie,true,2025-12-30,
455,https://www.afriquesports.net/football/la-sortie-musclee-de-neymar-sur-le-football-africain-enflamme-les-reseaux,la-sortie-musclee-de-neymar-sur-le-football-africain-enflamme-les-reseaux,fr,football,40,1353,2.96,6.1,863821,La sortie musclée de Neymar sur le football africain enflamme les réseaux,true,2025-12-26,
456,https://www.afriquesports.net/afrique-sports-tv/lamine-yamal-fait-le-break-pour-le-barca-video,lamine-yamal-fait-le-break-pour-le-barca-video,fr,afrique-sports-tv,39,4062,0.96,2.6,870606,Lamine Yamal fait le break pour le Barça (VIDEO),true,2026-01-02,
457,https://www.afriquesports.net/afrique/cameroun/quelle-est-la-fortune-de-francis-ngannou,quelle-est-la-fortune-de-francis-ngannou,fr,afrique,39,6851,0.57,9.7,721042,Quelle est la fortune de Francis Ngannou (37 ans) ?,true,2026-01-02,
458,https://www.afriquesports.net/afrique/senegal/vie-apres-carriere-la-legende-du-senegal-souleymane-camara-devient-imam,vie-apres-carriere-la-legende-du-senegal-souleymane-camara-devient-imam,fr,afrique,39,1151,3.39,11.4,,,,,
459,https://www.afriquesports.net/autres/francis-ngannou-vs-renan-ferreira-comment-regarder-le-combat-en-direct,francis-ngannou-vs-renan-ferreira-comment-regarder-le-combat-en-direct,fr,autres,39,570,6.84,53.3,,,,,
460,https://www.afriquesports.net/can-2025/le-grand-favori-cest-claude-le-roy-ecarte-le-senegal-a-la-can-2025,le-grand-favori-cest-claude-le-roy-ecarte-le-senegal-a-la-can-2025,fr,can-2025,39,2618,1.49,4.4,871582,"« Le grand favori, c’est… » : Claude Le Roy écarte le Sénégal à la CAN 2025",true,2026-01-02,
461,https://www.afriquesports.net/can-2025/sebastien-desabre-coach-rd-congo-reagit-sans-detour-apres-laffrontement-avec-le-senegal,sebastien-desabre-coach-rd-congo-reagit-sans-detour-apres-laffrontement-avec-le-senegal,fr,can-2025,39,2096,1.86,5.1,871723,Sébastien Desabre (Coach RD Congo) réagit sans détour après l’affrontement avec le Sénégal,true,2026-01-02,
462,https://www.afriquesports.net/classement/uruguay-3e-france-7e-bresil-les-10-des-nations-les-plus-titrees-de-lhistoire-du-foot,uruguay-3e-france-7e-bresil-les-10-des-nations-les-plus-titrees-de-lhistoire-du-foot,fr,classement,39,6837,0.57,10.3,491256,"Uruguay 3e, France 7e, Brésil&#8230; les 10 des Nations les plus titrées de l&rsquo;histoire du foot",true,2026-01-02,
463,https://www.afriquesports.net/europe/benzema-detruit-xabi-alonso-il-ne-peut-rien-faire,benzema-detruit-xabi-alonso-il-ne-peut-rien-faire,fr,europe,39,1456,2.68,2.8,869849,Benzema détruit Xabi Alonso : “Il ne peut rien faire”,true,2025-12-29,
464,https://www.afriquesports.net/europe/le-real-madrid-tient-son-nouveau-cole-palmer,le-real-madrid-tient-son-nouveau-cole-palmer,fr,europe,39,1957,1.99,17.1,854929,Le Real Madrid tient son nouveau Cole Palmer !,true,2025-12-30,
465,https://www.afriquesports.net/europe/necrologie-le-foot-francais-en-deuil-une-star-emblematique-est-decedee,necrologie-le-foot-francais-en-deuil-une-star-emblematique-est-decedee,fr,europe,39,603,6.47,8.7,864023,Nécrologie : le foot français en deuil : une star emblématique est décédée,true,2025-12-31,
466,https://www.afriquesports.net/europe/terrible-nouvelle-le-barca-perd-un-nouveau-cadre-sur-blessure,terrible-nouvelle-le-barca-perd-un-nouveau-cadre-sur-blessure,fr,europe,39,1500,2.60,8.5,863296,Terrible nouvelle : le Barça perd un nouveau cadre sur blessure !,true,2026-01-02,
467,https://www.afriquesports.net/foot/can-2025-habib-diarra-et-sunderland-confrontes-a-un-retournement-de-situation-inattendu,can-2025-habib-diarra-et-sunderland-confrontes-a-un-retournement-de-situation-inattendu,fr,foot,39,3269,1.19,8.5,870171,CAN 2025 : Habib Diarra et Sunderland confrontés à un retournement de situation inattendu,true,2026-01-02,
468,https://www.afriquesports.net/football/behaja-randriamalala-us-monastir,behaja-randriamalala-us-monastir,fr,football,39,248,15.73,7.1,,,,,
469,https://www.afriquesports.net/football/le-real-madrid-a-deja-choisi-le-remplacant-de-vinicius-jr,le-real-madrid-a-deja-choisi-le-remplacant-de-vinicius-jr,fr,football,39,3822,1.02,5.9,862556,Le Real Madrid a déjà choisi le remplaçant de Vinicius Jr,true,2026-01-01,
470,https://www.afriquesports.net/football/problemes-avec-gavi-fermin-lopez-regle-ses-coomptes-depuis-que-jai-12-ans,problemes-avec-gavi-fermin-lopez-regle-ses-coomptes-depuis-que-jai-12-ans,fr,football,39,796,4.90,25.3,857747,Problèmes avec Gavi ? Fermín López règle ses coomptes : « Depuis que j’ai 12 ans… »,true,2025-12-30,
471,https://www.afriquesports.net/football/qualifs-mondial-2026-aliou-cisse-se-lache-avant-le-choc-libye-cap-vert,qualifs-mondial-2026-aliou-cisse-se-lache-avant-le-choc-libye-cap-vert,fr,football,39,5537,0.70,9.6,862673,Qualifs Mondial 2026 : Aliou Cissé se lâche avant le choc Libye – Cap-Vert,true,2025-12-26,
472,https://www.afriquesports.net/afrique/choc-dramatique-un-international-togolais-risque-un-handicap-a-vie,choc-dramatique-un-international-togolais-risque-un-handicap-a-vie,fr,afrique,38,504,7.54,4.0,862801,Choc dramatique : un international togolais risque un handicap à vie,true,2025-12-26,
473,https://www.afriquesports.net/afrique/officiel-la-caf-tranche-et-devoile-les-affiches-officielles-des-barrages,officiel-la-caf-tranche-et-devoile-les-affiches-officielles-des-barrages,fr,afrique,38,1398,2.72,7.9,863213,OFFICIEL : la CAF tranche et dévoile les affiches officielles des barrages !,true,2026-01-02,
474,https://www.afriquesports.net/afrique/rdc/can-2025-mauvaise-nouvelle-pour-aaron-wan-bissaka-et-la-rdc,can-2025-mauvaise-nouvelle-pour-aaron-wan-bissaka-et-la-rdc,fr,afrique,38,929,4.09,10.1,862401,CAN 2025 : mauvaise nouvelle pour Aaron Wan-Bissaka et la RDC !,true,2025-12-25,
475,https://www.afriquesports.net/afrique/rdc/can-2025-vincent-kompany-surprend-tout-le-monde-et-soutient-ce-pays,can-2025-vincent-kompany-surprend-tout-le-monde-et-soutient-ce-pays,fr,afrique,38,2675,1.42,3.2,869881,CAN 2025 : Vincent Kompany surprend tout le monde et soutient ce pays !,true,2025-12-25,
476,https://www.afriquesports.net/afrique/senegal/equipe-nationale-pape-thiaw-a-tranche-sa-liste-est-deja-bouclee-malgre-la-tempete,equipe-nationale-pape-thiaw-a-tranche-sa-liste-est-deja-bouclee-malgre-la-tempete,fr,afrique,38,611,6.22,10.2,869656,"Équipe nationale : Pape Thiaw a tranché, sa liste est déjà bouclée malgré la tempête",true,2026-01-02,
477,https://www.afriquesports.net/afrique/senegal/la-rdc-risque-gros-apres-les-incidents-contre-les-lions-ce-que-prepare-la-caf,la-rdc-risque-gros-apres-les-incidents-contre-les-lions-ce-que-prepare-la-caf,fr,afrique,38,563,6.75,20.2,858651,"La RDC risque gros après les incidents contre les Lions, ce que prépare la CAF",true,2026-01-01,
478,https://www.afriquesports.net/afrique/senegal/match-amical-senegal-vs-bresil-le-verdict-officiel-est-tombe,match-amical-senegal-vs-bresil-le-verdict-officiel-est-tombe,fr,afrique,38,3564,1.07,8.3,,,,,
479,https://www.afriquesports.net/afrique/senegal/verdict-de-la-fifa-le-senegal-depasse-bonne-nouvelle-en-vue-pour-la-rdc,verdict-de-la-fifa-le-senegal-depasse-bonne-nouvelle-en-vue-pour-la-rdc,fr,afrique,38,1441,2.64,9.6,810420,"Verdict de la FIFA : Le Sénégal dépassé, bonne nouvelle en vue pour la RDC",true,2025-12-27,
480,https://www.afriquesports.net/article-du-jour/classement-fifa-afrique-le-maroc-grimpe-lalgerie-chute-la-cote-divoire-en-forme,classement-fifa-afrique-le-maroc-grimpe-lalgerie-chute-la-cote-divoire-en-forme,fr,article-du-jour,38,3117,1.22,18.0,859749,"Classement FIFA Afrique : le Maroc grimpe, l’Algérie chute, la Côte d’Ivoire en forme !",true,2026-01-02,
481,https://www.afriquesports.net/can-2025/can-2025-nabil-djellit-balance-ses-verites-apres-le-choc-cameroun-cote-divoire,can-2025-nabil-djellit-balance-ses-verites-apres-le-choc-cameroun-cote-divoire,fr,can-2025,38,2998,1.27,5.1,872002,CAN 2025 : Nabil Djellit balance ses vérités après le choc Cameroun–Côte d’Ivoire,true,2026-01-02,
482,https://www.afriquesports.net/can-2025/can-2025-walid-regragui-se-lache-apres-le-match-face-aux-comores,can-2025-walid-regragui-se-lache-apres-le-match-face-aux-comores,fr,can-2025,38,3399,1.12,5.0,870717,CAN 2025 : Walid Regragui se lâche après le match face aux Comores,true,2026-01-02,
483,https://www.afriquesports.net/can-2025/kolo-toure-surprend-et-fait-des-revelations-choc-sur-le-match-cote-divoire-mozambique,kolo-toure-surprend-et-fait-des-revelations-choc-sur-le-match-cote-divoire-mozambique,fr,can-2025,38,5434,0.70,7.6,870764,Kolo Touré surprend et fait des révélations choc sur le match Côte d’Ivoire – Mozambique,true,2026-01-02,
484,https://www.afriquesports.net/can-2025/nasri-snobe-le-maroc-et-devoile-le-pays-qui-va-remporter-la-can,nasri-snobe-le-maroc-et-devoile-le-pays-qui-va-remporter-la-can,fr,can-2025,38,1772,2.14,7.1,869802,Nasri snobe le Maroc et dévoile le pays qui va remporter la CAN,true,2025-12-31,
485,https://www.afriquesports.net/en/non-classe/samuel-etoo-shocks-football-world-with-fifa-appoin-rm-1759937485542,samuel-etoo-shocks-football-world-with-fifa-appoin-rm-1759937485542,en,non-classe,38,1580,2.41,8.0,,,,,
486,https://www.afriquesports.net/europe/barca-le-verdict-officiel-est-tombe-pour-lamine-yamal,barca-le-verdict-officiel-est-tombe-pour-lamine-yamal,fr,europe,38,1136,3.35,2.8,862481,Barça : le verdict officiel est tombé pour Lamine Yamal !,true,2026-01-02,
487,https://www.afriquesports.net/foot/absents-can-2025-guirassy-gouiri-wissa,absents-can-2025-guirassy-gouiri-wissa,fr,foot,38,2351,1.62,5.3,,,,,
488,https://www.afriquesports.net/football/foot/quand-le-real-madrid-et-latletico-ont-joue-dans-le-meme-stade,quand-le-real-madrid-et-latletico-ont-joue-dans-le-meme-stade,fr,football,38,1336,2.84,7.8,263438,Quand le Real Madrid et l&rsquo;Atletico ont joué dans le même stade,true,2025-12-31,
489,https://www.afriquesports.net/football/les-10-footballeurs-de-haut-niveau-qui-ont-grandi-dans-la-pauvrete,les-10-footballeurs-de-haut-niveau-qui-ont-grandi-dans-la-pauvrete,fr,football,38,1980,1.92,16.2,271683,Les 10 footballeurs de haut niveau qui ont grandi dans la pauvreté,true,2026-01-02,
490,https://www.afriquesports.net/football/real-madrid-3e-bayern-5e-les-clubs-les-plus-titres-de-lhistoire-du-football,real-madrid-3e-bayern-5e-les-clubs-les-plus-titres-de-lhistoire-du-football,fr,football,38,15536,0.24,55.1,,,,,
491,https://www.afriquesports.net/afrique/tu-parles-comme-ca-je-te-boxe-samuel-etoo-pete-un-cable-sen-prend-violemment-a-un-supporter,tu-parles-comme-ca-je-te-boxe-samuel-etoo-pete-un-cable-sen-prend-violemment-a-un-supporter,fr,afrique,37,1111,3.33,13.8,863445,"« Tu parles comme ça, je te boxe », Samuel Eto&rsquo;o pète un câble s’en prend violemment à un supporter",true,2026-01-02,
492,https://www.afriquesports.net/article-du-jour/la-caf-fait-une-annonce-inattendue-pour-les-equipes-africaines-concernant-la-coupe-du-monde-2026,la-caf-fait-une-annonce-inattendue-pour-les-equipes-africaines-concernant-la-coupe-du-monde-2026,fr,article-du-jour,37,1968,1.88,10.3,863133,La CAF fait une annonce inattendue pour les équipes africaines concernant la Coupe du monde 2026,true,2026-01-01,
493,https://www.afriquesports.net/ballon-dor/ballon-dor-2025-le-nom-du-gagnant-fuite-cest-officiel,ballon-dor-2025-le-nom-du-gagnant-fuite-cest-officiel,fr,ballon-dor,37,4381,0.84,29.7,,,,,
494,https://www.afriquesports.net/en/football/can-2025-le-benin-accuse-la-var-et-denonce-un-arbitrage-scandaleux,can-2025-le-benin-accuse-la-var-et-denonce-un-arbitrage-scandaleux,en,football,37,473,7.82,4.8,,,,,
495,https://www.afriquesports.net/es/football/can-2025-le-benin-accuse-la-var-et-denonce-un-arbitrage-scandaleux,can-2025-le-benin-accuse-la-var-et-denonce-un-arbitrage-scandaleux,es,football,37,599,6.18,5.2,,,,,
496,https://www.afriquesports.net/europe/france-en-deuil-un-joueur-meurt-subitement-apres-une-crise-cardiaque-dans-le-vestiaire,france-en-deuil-un-joueur-meurt-subitement-apres-une-crise-cardiaque-dans-le-vestiaire,fr,europe,37,2579,1.43,9.8,861599,France en deuil : un joueur meurt subitement après une crise cardiaque dans le vestiaire,true,2025-12-30,
497,https://www.afriquesports.net/football/bayern-inquietante-nouvelle-transformation-physique-de-goretzka-les-fans-sous-le-choc-photo,bayern-inquietante-nouvelle-transformation-physique-de-goretzka-les-fans-sous-le-choc-photo,fr,football,37,2127,1.74,12.5,814405,"Bayern: Inquiétante nouvelle transformation physique de Goretzka, les fans sous le choc (PHOTO)",true,2026-01-02,
498,https://www.afriquesports.net/football/choc-dans-le-football-francais-deces-brutal-dun-entraineur-emblematique,choc-dans-le-football-francais-deces-brutal-dun-entraineur-emblematique,fr,football,37,739,5.01,9.4,867732,Choc dans le football français : décès brutal d’un entraîneur emblématique !,true,2026-01-01,
499,https://www.afriquesports.net/football/duel-des-surcotes-les-chiffres-tranchent-entre-adebayor-et-aubameyang,duel-des-surcotes-les-chiffres-tranchent-entre-adebayor-et-aubameyang,fr,football,37,344,10.76,10.3,580644,"Duel des surcotés, les chiffres tranchent entre Adebayor et Aubameyang",true,2026-01-01,
